sentiment;text
Negative;  انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة وما رح اتخلص غير لما نتخزق
Negative; يا غبي كوادر الإخوان المسلمين في كل يقعة من هالأرض ,, وهمه من الشعب ,,, كيف بدهم يضربوا أرضهم ,,, إصحى !!
Negative; لى جماعه الاخوان الخسيسة كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين
Negative; الا لعنة الله على الشيعة الى يوم الدين
Negative; خسئو وخسئ امثالهم ومن طاوعهم
Negative; فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم
Negative; ?اللهم انا نشكو اليك ضعف قوتنا و قلة حيلتنا حسبنا الله و نعم الوكيل
Negative; وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم
Negative; ويحطمو رؤوسهم بارجلهم
Negative;" فهم ادرى واخبر لا وبل اكثر انكارا"" للشيعة  وامثالهم"
Negative; حفظ الله وطننا من ايدي المنافقين المتأردنين
Negative; ومن خسئ الشيعة اخوان القردة و الخنازير
Negative; وادم علينا يارب نعمة الامن والامان وسائر بلاد المسلمين
Negative;  لو يطلع عليهم 10 من مخيم اربد و 10 من مخيم الحصن و 20 من مخيم الزرقا و 30 من مخيم عمان و 20 من مخيم البلقاء و 20 من مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم
Negative; فشرت عين الشيعة والله بنحرقهم حر
Negative; الله حيك شيخ ابراهيم بالفعل حكم يا نشمي
Negative;  الله الله ياشيخ ابراهيم ..حكم والله يسعد مساااااااك يارب
Negative; ?حسبنا الله و نعم الوكيل فيكوا
Negative; انا شوفت وقاحه بس زاي وقاحة الاخوان ما شوفت.
Negative;  كافر ملعون جهنم باذن اللة
Negative; ههههههههههههه شكلو عمرو ماشاف كاميرا تصورو
Negative; هههههههههههههههههههههههههههههه­ههههه بكفي القعدة تبعته
Negative; الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان 
Negative; والله ذا الادمي معاق
Negative; خرى عليك
Negative; اخرسي صحيح ما تفهمي
Negative; حيوان
Negative; قلة ادب 
Negative; ?صحح الخبر . مش تحرير المشتقات النفطية و إنما توليعها
Negative; بارد ومصقع
Negative; يلعن امك 
Negative; ماعندك شرف 
Negative; يلعنك نذل 
Negative; واحد واطي 
Negative; اهبل ولك 
Negative; يلعن ابوك 
Negative; منيك ولك 
Negative; نذاله ههههههههههههههههه
Negative; يلعن شرف خواتك 
Negative; الأردن رح يولع يا نسور 
Negative; واحد هامل 
Negative; فشرت عينك 
Negative; صرماتي براس اهلك
Negative; ولك واحد كندرة 
Negative; يلعن الساعة الي بشرت فيك
Negative; عيب عليك ماتستحي
Negative; الله يخزيك
Negative; شو هالمنشور الوسخ 
Negative; ربي يكون بالعون ياأخي فقد احزنني كلامك
Negative;" ""فلماااا الحزن فلقد اصبح الحزن صديقي"
Negative; الحمد الله علشان نرتاح من جميلة الدعم
Negative;" الوحيد الذي لايتركني ولو لحظه"""
Negative;" ""ما بدي غير 10 يعملو لايك للبيج"
Negative; كله لايك لا اتفشلوني
Negative;" ملاحظه : الكبسه ما بتكهرب والله"""
Negative; 
Negative; شو الاشي الي بيضحك (ما ازنخك)
Negative; ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي
Negative; نا بدي نموذج لسبونج بوب ههههههههههههههههه
Negative;" ""ههههههههههههههههه هدول مجانين ... اكيد ما بوافق مش هبلة انا"
Negative;" رح اجتهد باني اكون حلوة يوم عرسي مش اكون متل القردة """
Negative; ?مش شايف العالم مش ملاقيه الخبز . كل واحد بشتغل على سياره رح يوكل هوا و بارتفاع المحروقات الاكل و الشرب رح يرتفع
Negative; ?انا لله و انا اليه راجعون و الله يستر هالبلد
Negative; الله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه
Negative; نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت
Negative; اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم
Negative; الله يوخدها
Negative; قصد وهو كبير
Negative; والله انا خايف انو طخوا بعد هاي الصورة 
Negative;" "" شو نوع الحشيش ؟؟"
Negative;" """
Negative; خنقوووني
Negative; فاشله
Negative; يا الله إنك تلطف بينا يا كريم ... أغلب محطات الوقود اليوم رفضت التعبئة هي و مراكز توزيع الغاز .. الله و أكبر على المحتكر الله أكبر عليه , نحتسبه عند رب العباد
Negative; إلى بشار الاسد : كــــس أخـــتـــــك :)
Negative; و إلى أسماء الاسد : كـــس أخـــت زوجـــك :)
Negative; الى ابن بشار الاسد: كس اخت ابوك:)
Negative; ??????? ?? ?????? ??? ?????? ???? ????? ????? ????? ???? ??????? ??????? ??????? ??? تسحقون
Negative; خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب
Negative;" ""رعب وخوف عاوجهك ياجبان ..."
Negative; ولك تفيييه عليك
Negative;" """
Negative; رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو
Negative; يلعن روحك
Negative; اذا كان هيك الخبر انا ما بدي اعيش
Negative; بقرف زيك
Negative; تفوووو عليك
Negative; يع يع يع قرف
Negative; Noاكيد بقرف 
Negative; طيب ليه السخريه دى ماكنا كويسين
Negative; ?سدئناك يا كذاب
Negative; انا خلينى ساكتة احسن
Negative; ?بس مو مزبوط
Negative; حكي جرايد
Negative; هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
Negative; الفاتحة علي ارواح الغلابة
Negative; والله ايلى اختشه ماتوا 
Negative;   بيجيبو الشيوخ ليسهزاءو فيهم
Negative;  لا بتمزحي يع قرف
Negative; ?قرف يقرفك
Negative;  الله اكبر شو هيدا اكل الرجال
Negative; ?ايه راحه فيها المسكين ياحرام
Negative; الله يلعن ام هيك نمر
Negative; لهم صارو يبيعو و يشترو في البلد متل ما بدهم
Negative; لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر
Negative; انتو كلاب ازى تسو المصحف بى كلابه زى ده
Negative; يا اخوان احنا قرفنا
Negative; ?الى يقارن بينه وبين مرسى يبقى متخلف
Negative; ?لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية
Negative; انتخب مين يا عم  هى  ناقصة لبخة فى الكلام  معتش الا الاهبل ده كمان يبقى رئيس جمهورية
Negative; بلا قرف
Negative; يع شوهاي الوساخة
Negative; لا هديله بالجزمة طبعا
Negative; عليا النعمه ابدا لا هو ولا الخروف التاني
Negative; ?هاض بني ادم حقير
Negative; طبعا اكيد ? والف ?
Negative; نعم! مصر عايزه راجل مش واحد وسخ بيقرف
Negative; ?يجب على الحكومة العودة بالتوقيت الى الساعة الثالثة
Negative; عيب عليكوا تقارنوا وحدة زى دى بالمصحف الى هوا كلام ربنا
Negative; شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله اله الله
Negative; 
Negative; يااخى عيب عليك لما تعمل مقارنه بين المصحف والحاجه دى وبعدين مين الملحد اللى انته تعرفه ده يا د يا نصر
Negative; انت ما تستحي تقارن القران بوحدة ساقطة انعل ابوك لا ابو الملحد
Negative; يع حاسة حالي بدي استفرغ
Negative; يع بتقرف انت وسخ
Negative; انت واحد حقير
Negative; حيوان وكلب الله يموتك
Negative; مصر مش عايزة رئيس يحكمها . المصريين شعب مطحون عايز رئيس يحقق له مطالبه ولا يعارضه , زهقنا بقى خلاص
Negative; بطلت اتجوز
Negative; انت واحد ما بتستا هل الجزمة
Negative; الله يلعنو
Negative; نار جهنم تاخدو
Negative; تنظرون لا الشام يقتلون بدم بارد .
Negative; ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب
Negative; كلب وحقير
Negative; ياحيوان ماشي ريال مدريد
Negative;  اه يا ابو القمل
Negative; ?ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك
Negative; ?اقطع راسها وخلص 
Negative; اطالب برحيل هذه الحكومة
Negative; ?يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟  تفي ع هيك رجالة
Negative;  الله معكى يا حجه
Negative; ايوه بالصرمة عراسه
Negative; تسلم صرمايتك
Negative; اعطيه علي راسي هدا الصح ياحاجه الله اكبر
Negative; علي الط?ق الي في رجلك يا حجه بتسوى كل س?ح العرب لمعفن
Negative; اسفل من بعضهم
Negative; بعدك ماشفت اشي
Negative; حطمت كل احلامي البريئه
Negative; اغرورقت عيناي بالدموع
Negative; الطبقة الوسطى في طريقها الى الانقراض على يد عبدالله نسور
Negative; لما اجد فيها الا الجراح
Negative;" ""تؤلمني باسم الحب"
Negative; تحطم ماتبقى من اطيافي
Negative; الى من اشكوك !
Negative; فقد عجزت الكلمات 
Negative; ناشدتك الله ......
Negative;" هلأ كففت عن قسوتك.."""
Negative; ما اقسى غربة الروح
Negative; رائعة الحَرف نَقية المَعنى
Negative; واو حلو
Negative; ?هاي نتيجة انه ينحط انسان .... في موقع مسؤوليه
Negative; ما أجمل من مثل هذا الحُب الصادق الشفا
Negative; ?لا دة ذكاء 
Negative; انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه
Negative; انخرس
Negative; بس أنا مش منهم ولا البنات يلي بالجروبات
Negative; اصلا كتير من البنات بدهن يحكن مع الشباب
Negative; شكلك دايما متاخرة عن المدرسة
Negative;  يعني هي ما راح تعتزر
Negative; جنييه
Negative; ما حد بيتحكم فيي
Negative; ?و الله حرام الناس مش لاقيه توكل حتى ترفعو البنزين
Negative; ?سنبقى نذكر دولة الشهيد وصفي التل الذي كان رئيسا للوزراء و حبيبآ للفقراء
Negative; احلى زبالة  بوجهك
Negative; ما شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة كل واحد بكشر من جهة
Negative; هاد كلو كزب ياهبلة والله
Negative;  بيخزي
Negative; ? والله الحياة كلها بتخزي بدونكم 
Negative; كـلمـة حـبـ عـجـبـتـنـى جـيـتـ آقــؤلهـآ جــرحـتـنـى
Negative; لا تفهمي غلط حبيبتي
Negative; ?وانا 100% بس شكلها هاي مو مدرسة 
Negative; ?مين هااي الي بصورة وئدامها كورس 
Negative; زنخة زيك
Negative; ?و الله و الله و الله يا نسور رح ننزل الشارع... وقف الموضوع قبل فوات الاوان
Negative; الله يسامحك حبيبتي افهمتيني غلط
Negative; شو يعني بدك ايانا نحكي من وراكي مش حلوة 
Negative; ا عيني ع الصحبة بس اكيد وراها مصلحة
Negative; هعهعهع مش حلو
Negative; هع  بدها بس تعلق التعليقات الزنخة
Negative; ?مع مين بتحكي بتول انشالله مع حالك 
Negative; عنجد بخزي شو هاد على حساب ازياء طلع باله
Negative; ? لا والله ما بلسه يع
Negative; بخزي
Negative; عنجد انو بالة
Negative; ?و ارضيت يا دولة الرئيس تكون ... الله اسهل عليك يا عون الخصاونه
Negative; ?شو عاجبك فيها متلا ؟!لتكون سيارتكم 
Negative; عني كل يعلقو الا انا
Negative; والله نوفي صح لسانك
Negative; لا مو حلو
Negative; خلص اخرسن انا قرفت اكتر منكن
Negative; ?مزعج الي كثييير
Negative; ?قرف
Negative; ما شاء الله والله انها امر متل الكرتون
Negative; نحن في زمن يهان فيه المرء ويكرم فيه الكلب 
Negative; لا احدالاخوة
Negative; اجل اسقاط حكومة طروانة
Negative; ما انا شطبت
Negative; عنجد بخزي
Negative; مش حلو
Negative; صراحة بخزي من دون مجاملة
Negative; بعرف بس مو حلو
Negative; الوان مش حلوة
Negative; مش طبيعي
Negative; بعئد
Negative; هاض بعرفو بس مقرف
Negative; وسدئيني انكووو كلاب 
Negative; ?معظم اصحاب محطات الوقود و وكالات الغاز متنفذين .لقد زاد الغني غنى و الفقير فقر 
Negative; احقر من هيك خيانة ما في
Negative; ??????? ??? ???? ?????? ?? ????
Negative; ما بكره حد قدك
Negative; الكلب حده? روعه
Negative; ?إبداااااااع يا أبو يوسف? ...... و الله حرام يطلع من البرنامج .... العتب على المصوتين ... أتوقع لك مستقبل زاهر يا بطل .. صوت جميل جداً , اللي يقول إنه إنظلم يعطيني ( لايك )
Negative; حبيبي شرلبوني يموت ب شرلبونا و انا مدريدي? لكن ماني مغير لعيونه
Negative; اللي لفت انتباهي الدبه اللي? جنبها
Negative; انت عنجد بنت فاشلة
Negative; ابوهااا هوه? المصيبة..... بسس هممه الفلووس اللي تجيبهااا بنته
Negative; دلوعه حيوانه?
Negative; ?إلى إعتصام مفتوح (ميدان تحرير ) للتخلص من قوى الفساد و الإفساد
Negative; من هي اصغيره اغاني والله انقلبت ادنيه?
Negative; يارجاااااااااله ينهاااااار? منيييييلل
Negative; تعليم الاطفال علا الاغاني وعلا الرقص بدلن من تعليم? القران الكريم بدلن من تعليم الدين الله لا يوفقكم
Negative; شو بالا يا دانيا و المشكلة مش عارفه تكتب هعهعه
Negative; حبة بنـــــــــــــــــــــــــــادول
Negative; الاء اختصري ماشي
Negative;  مين وله؟
Negative; ?اكيد حياتي ما في حدا بشبهك لو في كان نتحرت زمان 
Negative; ماشي هسا انا صرت ولة طيب في حدا بيشبهك كتتير
Negative; شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير
Negative; ?شعب لا يحركه هذا الظلم و التعدي على كرامته هو شعب لا يستحق الحياة
Negative; الحق عالحقير اللي نزل المنشور_بجوز اهله لابسين منه_ولك لاتنزل اشي زي هيك يا؟؟؟!
Negative; هبل
Negative; شو بدو بهالشوفه ؟؟؟؟؟؟؟؟؟؟؟
Negative; الى جهنم وبئس المصير
Negative; شو بدو بهالسّحنه
Negative;  حسبي الله عليكم ..الله بحاسبكم على كل حد بينفتن بسلبكم ..الله لا يسامحكم
Negative; مش باين منيح ليش عم تكذبو
Negative; شغل مشغول قرف يع
Negative; انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز
Negative; يع يع يع الله يقرفه وهذي يللي? تقول حمضيات وش دراه عمره ذايقه طعمه
Negative; ?خليه يرفع لكن اللي عنده وطنيه و انتماء يصف سيارته بالشارع و يروح على الشغل مشي
Negative; وش يحسون فيه? يع
Negative; إعجبه? إطعم آكيد حمضيات
Negative; لله يحرق قلبك يبشار
Negative; 
Negative; عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات
Negative; كلهم فاجرين
Negative;  ياحيوان 
Negative; كلهم فاجرين
Negative; امين يا رب
Negative; عيب يغني ده السادات ! وده ابن مره 
Negative; اوقف القرار للحفاظ على الوطن
Negative;  اسفل من بعضهم
Negative;  اللهم اجعلني دائما مظلوم
Negative; الهم اجرنا من الظلم ولا تجعلنا من الظا لمين
Negative; نفسي افهم من وين جاي يا ابن الكلب 
Negative; شو هالافكار الجهنميه يا خال
Negative; لا شو انا مسخرة كلكووو خنازير
Negative; إحتمال ما يشارك الليو  االبايخ 
Negative; الاشغال
Negative; اعلن الانسحاب يا حمار
Negative;  ? تخليني اسب هون هاااااااات
Negative; ?يعني بكل وضوح بدكوا تذلوا الشعب الأردني و تخلوه كل 4 شهور يصف طابور عشان يوخدلوا اكمن ليرة 
Negative; شي مؤكد انك حمار 
Negative; غبي الله يزيد غباك 
Negative; مش من بني ادم انتي من جنس الحيوانات
Negative; اتصور لو ظليت ما اتعلق احسن لانه تعليقاتك مقرفة 
Negative; ?
Negative; يا حقير 
Negative; كلب واطي 
Negative; صحيح انك سافل
Negative; شو هاض المنشور الوسخ 
Negative; قرف يعيع
Negative; الله لا يشبعكو يا ظلمة انشاء الله كلو بتلقو بالاخرة يا ظلمة ..... خافو الله طبعا اذا بتعرفو ل الله.
Negative; يناس جلدة الغاز مجانا 
Negative; بسسسسس  مقززز
Negative; كتيييير رخيص ومقرف
Negative; يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع 
Negative; انت واحد  عنجد قليل ادب الله يموت الي امثالك
Negative; مقاسك غير مناسب يا شريف مع نفسك
Negative; ايس شراع القرف
Negative; اووخص وش هالمناشف *&^
Negative; شفتها اقول وشذا الكيك*&^
Negative; كلهم معندهمش احساس
Negative; انتة والمعك كلهم سافلين ووقحين
Negative; المرة الجاية راح يكون الرفع للميه اذا استمر الخلط
Negative; التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب على هذه المشكله
Negative; ? اخ يا غبي 
Negative; تابعت هذا الجوال من بداية صدوره وقبل اقترابه للعالم العربي .. فعلا يستحق كل هذه الاهمية
Negative;  ليش هيك معجبين على الاردني
Negative; فظيعين?
Negative;  اشاعه
Negative;  ياجماااعه يقولون بشار الاسد ماااات
Negative;  صوتك موش حلو
Negative;  شو هيدا دلع اخر زمن
Negative;  لا محالة أول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهرة
Negative; ?الله يرفعهم الى جهنم جنب القذافي بأسرع وقت لان الظلم زاد عن حده
Negative;   يا ربي شو هالولد و الله مجنون مبيستحييش متاكدين انو مغربي
Negative; ?  غبي
Negative;  اقرفني والله
Negative;  لا عنجد زلمة ............ شكلو بخوف
Negative;  لآ مش فاهماك
Negative; ? يشبه رغد مجنونة هيافاء
Negative;  شيئ مؤسف  الله يهديه 
Negative;  يا ربـــــي هذا مستحيل يكون كائن بشري 
Negative;  اقرفني شعر تقول حاط دبر امل وجاي
Negative;  حرام تحمل اسم عظيم زي هيك !!!!!
Negative; الله لا يرفعه من مكانه اللي برفع الاسعار
Negative;  والله ما في اشي مزعلني الا انه اسمه محمد
Negative; ? والله على بالي مجنون 
Negative;  ازا كان حالك احسن من حالو دوس لايك وقول سبحان الله 
Negative;  فاضل قلمين و نخلص , حلوة يا حسن
Negative; ? مابتحكي معه هيك  انزلع لاعاد اشووفك جلطتني
Negative;  دلع
Negative; ? يا ريتك ما كبرت 
Negative; ? مجرم 
Negative; حزني كثير والله? 
Negative;  لعن الله المتشبهين من الرجال للنساء
Negative; اللهم ارفع ظغط فايز الطراونه
Negative; مسكيييييييييين?
Negative;  قهروني حرام
Negative; ?  يخرب الدلع
Negative;  مسوي انه مندهش
Negative;  العرق كل شوي يزييد
Negative;  حرااااام والله حزنت عليه شو هالموقف الشنع
Negative;  والله انك فشلت العرب
Negative;  والله انك مهزله
Negative; ?ياخسارة العروبة فيك
Negative;  مهزلة
Negative; الله على الظالمين
Negative; ? مهزلة ياعيب الشووم
Negative;  المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية
Negative; ? مررة دلوع
Negative; ?ام التحطيم
Negative;  ده سوسن خالص ينهار اسود 
Negative;  صوتك وحش
Negative; ? اوووي شكد قااسي 
Negative; ? حرام 
Negative;  وقّـف قلبو لحسن الشافعي 
Negative; ? بطني وجعتني من الضحك
Negative; مسخره
Negative; ? وانت اسكت لا تتحطم 
Negative;  راغب يجنن
Negative;  خسارة فيك اسمك :
Negative;  دلوع
Negative;  انسان غريب 
Negative;  وجه حسن عزااب
Negative; ? رهيب حسن ... تعاالى .. تعاالى 
Negative; ? متسمم فكره الولد وصارت حالته صعبه ياحنين انت
Negative; ? أنا لو مكان راغب أروح أنتحرر 
Negative; ? استخفف التحكيم
Negative; ?الشعب الذي اختار نواب خرجين سجون و سوابق بستاهل اكثر من هيك مشان 50 دينار الله لا يرد هيك شعب
Negative;  حثاله على حثاله والحثاله انظف منهم
Negative; ? سخيفه ب قوووه
Negative;  لجنة زبالة من ....... اذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو
Negative;  يا دم امك الرخم 
Negative;  مجانين العرب
Negative;  هبله
Negative;  شو هالغباء فضحتنا
Negative;  بيه الزناخه
Negative;  سعودي متهور 
Negative;  مبرد وجوهكم
Negative; ?عمدا فيهم ما نستعمل التدفئة و نلبس فروه
Negative;  العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر 
Negative;  عرب اغبياء
Negative;  قصدك اخر ما توصل اليه العقل البشري من تفاهات
Negative;  سمآإجةة تآإيمم
Negative;  فيديو بايخ
Negative;  اموت بصوتها
Negative;  كانت تسوي مقلب انها محترمة بعدين اعترفت انها ................. 
Negative; ?دلوعه جدا مايا?
Negative; ?  لااااااا وربي صوتها غلييييييظ جدا 
Negative;  تفه عليك وع شكلك   أول ما نشهرت طلقت زوجها   خنزيرة 
Negative; كله على راس المواطن ما يثير السخرية رفع اسعار المستقات النفطية المستخدمة في الصناعة تقول صناعتنا مكسرة الدنيا
Negative;  فاشل....فاشله....برنامج فاشل
Negative;  هي عندها صوت قوي بس للأسف الحين مثل غيرها !
Negative;  ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه 
Negative; ? والله انو نذل 
Negative;  وش فيك معصب !! خلاص بعطيك اللأيك الي جاني خخخ 
Negative;  ي وجه الفطيره .. قبل تعيب الناس .. أنظر الى حإلك 
Negative;  لا يعني ..الغبي يدري انه كاتب اسمها بالورقه..مايبيلها ذكاء ترى
Negative;  والشرهه على الاغبياء اللي معطينك لايك .. 
Negative;  وش التخلف هذا 
Negative;  اخييه مااسخفها تقلللد 
Negative; بس الله لا يسامحكم و تلقوها بصحتكم ان شاء الله.
Negative; مشان الله حد يعمله هوشة بدنا نعطللنا شوي
Negative;  لعنكم الله جهنم وبئس المصير ايها العازفووووون 
Negative; ? الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات 
Negative;  تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج
Negative;  سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة
Negative;  صوتها عجييييييب
Negative;  سخافه بكل ماتحوي الكلمه من معنى
Negative;  بدك الصراحة و بدون زعل جهنم و الزبانية من الملائكة تنتظرك تموت لتشرب من فروج المومسات و صديد اهل النار ان شاء الله يا اوباش سوريا
Negative;  هههههههههههههههههههه وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير. الجنة اللتي ستدخلها أنت لا أريد دخولها  جهنم أشرفلي وأهون علي من أن أكون مع أحد الوهابيين المنحطين لواطيي الأطفال
Negative;  المرأة تهان وتعامل كأداة جنسية تحت مسميات عديدة كالمسيار والمسفار والمصياف... إلخ وكلو بتمنو
Negative;  وهابي تاج راسك يا اللي تاكل من وراك و اذا في الوهابية شئ مخالف لكتاب الله و سنة نبيه اذكره و لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط و انت في هوة الخراب و طنت من طنوت سوريا
Negative; ?ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل
Negative;  هذا عدا عن عنصريتكم البغيضة وجلافتكم وعنجهيتكم الفارغة مع بقية الشعوب. 
Negative;  أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا
Negative; ولاةُ أمرك الوهابيين يكرعون الخمر والسديقي كرعاً بالسر والعلن دون تطبيق الحدود عليهم!! 
Negative;  جزمتي و الا اقولك اسفل جزمتي الثورة في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين 
Negative;  مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن
Negative;  جهنم وبأس المصير
Negative;  سخافه مالها حدود
Negative;  هدا ماهو عقل هدا تخلوف 
Negative;  سخافه
Negative;  تبا لكم 
Negative; بكفينا اللي بنشوفو من الدكاترة في الو الواحد نفس يعمل اشي منه
Negative; ? صوتهآ بعيرَ ومصدقه حآلهآ 
Negative;  يا خسارة الدقيقة وثنين وخمسين ثانية اللي ضيعتهن من حياتي على هذا المقطع التافه خخخخ
Negative; ? صرت عاءل أشك أب هل أمر صراحتن
Negative;  هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل
Negative;  يلعن اوم الطفش 
Negative;  تدرون يا جماعة الخير انها بتتعدب والله 
Negative; اصلا هدا يمسى مرض الرهاب الاجتماعي,, خجل رجفة
Negative;  رعاش,, ضغط وفي مثل هاته الحالات ممكن حتى يغمى عليها 
Negative;  كسم البرامج العربية متخلفة بنت شرموطة
Negative; ? اي والله سوبر
Negative; هذا لا يعني خلوها من الاشكال المصدية 
Negative; ? اموت فيج رويده
Negative;  اتفه برنآمج عآلمي 
Negative;  فطست ضحك على الشايب
Negative;  بس انا دايم احسها خشنة و رجال 
Negative; ? من جد سوبر أبقار
Negative;  قرف شوهاد شي بخزي عنجد 
Negative; ? قرفت انتحر عن الدرج 
Negative;  اش التفاهه هاذي ......
Negative;  سوبر حمار والله هذا السوبر حما سبب في تخلفنا
Negative;  يلعن ابو التفاهه
Negative; احنا بنتهاوش مع الكتب  
Negative;  برامج سخيفة تهدف لهدم الأمة
Negative;  غباء في غباء لان نفس الحركه صارت في american idol يعني قلدنه البرنامج وبعد التصرفات اوووف
Negative;  كاميرا خفية في الانحطاط الاخلاقي 
Negative;  يلعن اخت المياعة والبياخة
Negative; يلعن شرفك شو واثقة من حالك 
Negative;  حركة ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي
Negative;  تفو كس امك حمارة
Negative;  برنامج ساقط
Negative; ? يلعن اوم السخاافه
Negative;  صار عناد وكره و قلة أدب.... . بس ظلموها
Negative; ? يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمة بالبلد و الباقي كله مكرهة صحية
Negative; والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره
Negative;  مجنون صوتها انا
Negative;  هذه البراامج اللي تخلف العاهات للفن الهابط فن اليومين هذا
Negative;  اكاديمي اللي خلفت عاهات للفن المعاق حاليا فيزيدون الطين بله
Negative;  احس بمرض لاشفت هالبرنامج
Negative; لان ديانا كرزون البغله الاردنيه لا تستحق ذلك
Negative;  سوبر سطار ولا بلاش
Negative;  سوبر حمار
Negative;  هذه رويدا عطيه يا الخبوول
Negative;  تاااااافهين
Negative; ?حسبنا الله و نعم الوكيل فيكم و في مجلس النواب الحالي و الذي لا يمثل الشعب الاردني فهم غير سأئلين عن الشعب يبحثون عن مناصب وزاريه و رواتب خياليه بينما المواطن الاردني طفح الكيل معه و اصبح لا يطيق الحياه 
Negative;  وهاي المضروبه جايخه على وين
Negative;  الظاهر عقلك تافه من اصحاب العقول المقفلة 
Negative; ? سخيفة
Negative;  وبعدين ترا مالقت دعم , على قولة الكبارية ورقة خسرانه
Negative;  هبل !!!
Negative;  عذبت ام العود
Negative;  لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه 
Negative;  كس امكم يالعرب يابهايم يابقايا حضارات الامم
Negative; ? طول عمري بخاف من العوب وسيرة العوب 
Negative;  متى يجي .. عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك 
Negative; ?للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات 
Negative;  الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لايطلعو الهواء
Negative;  المشاركين بينو للناس انه اللى قايمين على البرنامج حمير
